OrderID,Date,Product,Category,UnitPrice,Quantity,Revenue,Region,Salesperson,CustomerID
O100109,2025-05-19,Beta T-shirt,Apparel,42.48,1,42.48,North,Bilal,C7560
O100110,2025-09-22,Zeta Socks,Accessories,248.86,3,746.58,East,Ehsan,C7425
O100111,2025-05-03,Delta Cap,Accessories,15.45,1,15.45,Central,Carlos,C4418
O100112,2025-03-31,Epsilon Jacket,Apparel,54.31,3,162.93,West,Ehsan,C6187
O100113,2025-08-07,Epsilon Jacket,Apparel,42.34,1,42.34,East,Ehsan,C2555
O100114,2024-12-06,Eta Laptop Sleeve,Accessories,209.49,1,209.49,West,Dina,C1805
O100115,2025-04-18,Gamma Sneakers,Footwear,166.73,3,500.19,Central,Carlos,C9499
O100116,2024-12-12,Epsilon Jacket,Apparel,41.42,1,41.42,West,Carlos,C7040
O100117,2025-11-29,Delta Cap,Accessories,219.37,2,438.74,South,Fatima,C5540
O100118,2025-02-25,Alpha Hoodie,Apparel,230.49,3,691.47,South,Fatima,C2163
O100119,2024-12-12,Delta Cap,Accessories,223.81,1,223.81,South,Ayesha,C5967
O100120,2025-09-16,Iota Charger,Electronics,17.96,1,17.96,East,Bilal,C6295
O100121,2025-01-15,Gamma Sneakers,Footwear,247.74,1,247.74,Central,Dina,C2719
O100122,2025-11-09,Beta T-shirt,Apparel,139.46,1,139.46,Central,Ehsan,C1786
O100123,2025-08-27,Epsilon Jacket,Apparel,78.95,1,78.95,East,Fatima,C6080
O100124,2025-04-07,Iota Charger,Electronics,158.78,1,158.78,East,Ehsan,C8645
O100125,2025-04-09,Zeta Socks,Accessories,20.02,1,20.02,Central,Fatima,C5545
O100126,2025-11-02,Beta T-shirt,Apparel,87.81,1,87.81,North,Carlos,C1885
O100127,2025-09-25,Gamma Sneakers,Footwear,61.37,1,61.37,West,Carlos,C7444
O100128,2025-08-09,Delta Cap,Accessories,83.1,1,83.1,South,Dina,C4731
O100129,2025-03-03,Beta T-shirt,Apparel,26.33,4,105.32,South,Ehsan,C8315
O100130,2025-05-18,Theta Watch,Electronics,171.6,1,171.6,Central,Fatima,C5925
O100131,2025-02-23,Gamma Sneakers,Footwear,43.89,1,43.89,South,Ehsan,C1908
O100132,2025-01-04,Eta Laptop Sleeve,Accessories,83.15,1,83.15,West,Bilal,C9199
O100133,2025-05-14,Kappa Backpack,Accessories,83.25,1,83.25,South,Bilal,C8149
O100134,2025-07-18,Beta T-shirt,Apparel,175.19,1,175.19,Central,Ehsan,C4701
O100135,2025-11-28,Theta Watch,Electronics,51.35,1,51.35,North,Bilal,C1712
O100136,2025-10-26,Kappa Backpack,Accessories,229.26,2,458.52,Central,Bilal,C6373
O100137,2025-02-06,Delta Cap,Accessories,86.51,3,259.53,Central,Ayesha,C8478
O100138,2025-07-09,Gamma Sneakers,Footwear,82.75,1,82.75,East,Fatima,C6137
O100139,2024-12-23,Alpha Hoodie,Apparel,247.78,1,247.78,South,Ehsan,C8313
O100140,2025-06-09,Zeta Socks,Accessories,49.93,1,49.93,West,Ayesha,C7347
O100141,2025-01-06,Alpha Hoodie,Apparel,48.99,3,146.97,East,Ayesha,C9679
O100142,2025-03-31,Iota Charger,Electronics,117.23,3,351.69,East,Dina,C2867
O100143,2025-09-21,Beta T-shirt,Apparel,140.84,3,422.52,Central,Carlos,C1924
O100144,2025-06-04,Delta Cap,Accessories,230.63,1,230.63,West,Dina,C2818
O100145,2025-02-28,Kappa Backpack,Accessories,35.93,2,71.86,West,Ehsan,C7869
O100146,2025-02-12,Iota Charger,Electronics,218.73,1,218.73,North,Dina,C7355
O100147,2025-07-03,Theta Watch,Electronics,195.02,1,195.02,North,Carlos,C1524
O100148,2025-07-25,Beta T-shirt,Apparel,151.1,1,151.1,South,Ayesha,C3820
O100149,2025-05-10,Theta Watch,Electronics,164.61,3,493.83,West,Bilal,C7552
O100150,2025-07-09,Gamma Sneakers,Footwear,31.11,1,31.11,East,Dina,C8163
O100151,2025-06-21,Eta Laptop Sleeve,Accessories,197.11,1,197.11,West,Ayesha,C9668
O100152,2025-08-04,Eta Laptop Sleeve,Accessories,68.2,2,136.4,Central,Dina,C7493
O100153,2025-01-10,Delta Cap,Accessories,186.8,5,934.0,West,Fatima,C7099
O100154,2025-01-30,Theta Watch,Electronics,157.56,4,630.24,West,Carlos,C6932
O100155,2025-07-23,Iota Charger,Electronics,186.59,1,186.59,Central,Carlos,C2942
O100156,2025-08-29,Zeta Socks,Accessories,201.79,2,403.58,Central,Ayesha,C7515
O100157,2025-10-05,Iota Charger,Electronics,149.6,3,448.8,Central,Bilal,C1778
O100158,2024-12-30,Eta Laptop Sleeve,Accessories,196.56,1,196.56,West,Dina,C4644
O100159,2025-11-07,Beta T-shirt,Apparel,177.35,3,532.05,South,Dina,C1311
O100160,2025-02-09,Theta Watch,Electronics,31.11,1,31.11,South,Dina,C5179
O100161,2025-04-17,Alpha Hoodie,Apparel,217.74,1,217.74,East,Bilal,C7894
O100162,2025-09-11,Theta Watch,Electronics,144.43,1,144.43,South,Carlos,C3268
O100163,2025-10-30,Alpha Hoodie,Apparel,115.68,2,231.36,Central,Ehsan,C9370
O100164,2025-02-06,Epsilon Jacket,Apparel,18.59,2,37.18,Central,Bilal,C6548
O100165,2025-04-13,Eta Laptop Sleeve,Accessories,65.57,3,196.71,West,Bilal,C9860
O100166,2025-11-01,Gamma Sneakers,Footwear,174.6,1,174.6,West,Fatima,C4818
O100167,2025-11-06,Theta Watch,Electronics,32.8,1,32.8,South,Ayesha,C9670
O100168,2024-12-21,Epsilon Jacket,Apparel,60.35,4,241.4,East,Dina,C3390
O100169,2025-09-24,Delta Cap,Accessories,71.8,2,143.6,South,Fatima,C3347
O100170,2025-01-09,Epsilon Jacket,Apparel,174.02,1,174.02,North,Dina,C1641
O100171,2025-04-13,Gamma Sneakers,Footwear,18.65,1,18.65,East,Carlos,C7419
O100172,2025-07-13,Alpha Hoodie,Apparel,122.02,2,244.04,Central,Ehsan,C9689
O100173,2025-02-10,Alpha Hoodie,Apparel,72.25,4,289.0,North,Fatima,C5141
O100174,2025-11-19,Gamma Sneakers,Footwear,10.92,1,10.92,West,Ayesha,C6997
O100175,2024-12-23,Eta Laptop Sleeve,Accessories,30.77,2,61.54,South,Fatima,C3458
O100176,2024-12-06,Eta Laptop Sleeve,Accessories,156.45,5,782.25,West,Fatima,C2026
O100177,2025-02-24,Epsilon Jacket,Apparel,124.23,1,124.23,West,Fatima,C4055
O100178,2025-06-14,Beta T-shirt,Apparel,154.49,5,772.45,North,Ehsan,C2467
O100179,2025-01-13,Eta Laptop Sleeve,Accessories,181.38,1,181.38,East,Fatima,C7268
O100180,2025-09-20,Delta Cap,Accessories,246.97,3,740.91,East,Carlos,C8260
O100181,2025-04-01,Theta Watch,Electronics,17.3,1,17.3,Central,Ayesha,C7146
O100182,2025-03-16,Theta Watch,Electronics,129.47,1,129.47,Central,Carlos,C1968
O100183,2025-07-30,Zeta Socks,Accessories,97.6,1,97.6,Central,Ehsan,C4257
O100184,2025-06-25,Iota Charger,Electronics,167.57,2,335.14,North,Fatima,C5984
O100185,2025-03-10,Alpha Hoodie,Apparel,226.82,1,226.82,West,Fatima,C1708
O100186,2025-05-25,Eta Laptop Sleeve,Accessories,78.93,1,78.93,Central,Ayesha,C6801
O100187,2025-03-24,Epsilon Jacket,Apparel,230.81,1,230.81,South,Bilal,C3007
O100188,2025-03-27,Epsilon Jacket,Apparel,10.01,1,10.01,Central,Carlos,C9139
O100189,2025-11-28,Delta Cap,Accessories,207.85,1,207.85,South,Carlos,C1459
O100190,2025-03-05,Gamma Sneakers,Footwear,23.93,1,23.93,East,Carlos,C3627
O100191,2025-02-20,Theta Watch,Electronics,237.74,1,237.74,East,Bilal,C7013
O100192,2025-07-18,Alpha Hoodie,Apparel,143.59,1,143.59,East,Carlos,C4734
O100193,2025-03-18,Zeta Socks,Accessories,235.33,1,235.33,Central,Bilal,C2360
O100194,2025-10-27,Zeta Socks,Accessories,173.78,4,695.12,North,Dina,C2509
O100195,2024-12-19,Alpha Hoodie,Apparel,243.49,1,243.49,North,Ayesha,C3779
O100196,2025-08-09,Kappa Backpack,Accessories,162.81,1,162.81,Central,Carlos,C2323
O100197,2025-07-31,Delta Cap,Accessories,107.98,1,107.98,West,Bilal,C3094
O100198,2025-05-08,Kappa Backpack,Accessories,101.77,2,203.54,South,Bilal,C8427
O100199,2025-08-04,Theta Watch,Electronics,202.31,1,202.31,Central,Fatima,C7289
O100200,2025-05-11,Beta T-shirt,Apparel,122.4,2,244.8,Central,Bilal,C1448
O100201,2025-01-27,Kappa Backpack,Accessories,96.81,1,96.81,East,Fatima,C5945
O100202,2025-04-17,Gamma Sneakers,Footwear,199.47,1,199.47,North,Fatima,C3768
O100203,2025-06-15,Alpha Hoodie,Apparel,153.98,1,153.98,South,Ayesha,C4028
O100204,2025-06-01,Epsilon Jacket,Apparel,138.06,10,1380.6,West,Fatima,C5851
O100205,2025-03-10,Theta Watch,Electronics,65.27,1,65.27,West,Fatima,C4199
O100206,2025-07-18,Iota Charger,Electronics,225.93,1,225.93,Central,Fatima,C1108
O100207,2025-02-14,Epsilon Jacket,Apparel,49.3,1,49.3,Central,Bilal,C6155
O100208,2025-09-29,Zeta Socks,Accessories,18.52,1,18.52,North,Ayesha,C2978
O100209,2025-01-16,Delta Cap,Accessories,148.9,10,1489.0,West,Fatima,C5479
O100210,2025-02-05,Theta Watch,Electronics,136.73,1,136.73,East,Dina,C2599
O100211,2025-05-30,Delta Cap,Accessories,66.8,1,66.8,East,Carlos,C2228
O100212,2024-12-31,Beta T-shirt,Apparel,86.55,5,432.75,North,Carlos,C8887
O100213,2025-01-30,Alpha Hoodie,Apparel,18.2,1,18.2,East,Fatima,C1393
O100214,2025-01-10,Beta T-shirt,Apparel,133.47,1,133.47,West,Fatima,C6765
O100215,2025-09-25,Zeta Socks,Accessories,119.16,1,119.16,West,Fatima,C6267
O100216,2025-04-07,Iota Charger,Electronics,160.49,3,481.47,South,Ayesha,C8560
O100217,2025-04-25,Gamma Sneakers,Footwear,165.77,1,165.77,Central,Carlos,C8979
O100218,2025-10-09,Zeta Socks,Accessories,133.4,2,266.8,South,Fatima,C9528
O100219,2025-11-01,Zeta Socks,Accessories,25.64,1,25.64,North,Fatima,C2040
O100220,2024-12-10,Alpha Hoodie,Apparel,216.39,1,216.39,South,Ayesha,C4445
O100221,2025-09-11,Delta Cap,Accessories,157.05,1,157.05,Central,Carlos,C9187
O100222,2025-11-11,Epsilon Jacket,Apparel,146.52,1,146.52,West,Dina,C6006
O100223,2025-03-13,Beta T-shirt,Apparel,159.9,1,159.9,Central,Ayesha,C1579
O100224,2025-05-13,Beta T-shirt,Apparel,242.68,3,728.04,East,Bilal,C4204
O100225,2025-05-17,Gamma Sneakers,Footwear,22.61,1,22.61,East,Ayesha,C9738
O100226,2025-04-25,Beta T-shirt,Apparel,189.36,1,189.36,West,Ayesha,C5173
O100227,2025-02-25,Alpha Hoodie,Apparel,148.41,1,148.41,North,Bilal,C1292
O100228,2025-06-13,Gamma Sneakers,Footwear,226.45,1,226.45,North,Ayesha,C3421
O100229,2025-10-31,Iota Charger,Electronics,146.68,1,146.68,Central,Fatima,C2485
O100230,2025-05-26,Delta Cap,Accessories,88.55,2,177.1,East,Dina,C5717
O100231,2025-04-02,Epsilon Jacket,Apparel,238.2,1,238.2,East,Ayesha,C7273
O100232,2025-02-27,Kappa Backpack,Accessories,34.96,2,69.92,West,Fatima,C5635
O100233,2025-08-25,Alpha Hoodie,Apparel,43.05,1,43.05,South,Dina,C8252
O100234,2024-12-02,Gamma Sneakers,Footwear,35.59,1,35.59,North,Carlos,C4335
O100235,2025-11-13,Delta Cap,Accessories,168.6,1,168.6,Central,Fatima,C8508
O100236,2025-02-26,Epsilon Jacket,Apparel,154.36,1,154.36,South,Ehsan,C9690
O100237,2025-06-30,Epsilon Jacket,Apparel,226.97,10,2269.7,South,Ehsan,C8102
O100238,2025-11-05,Iota Charger,Electronics,126.28,3,378.84,East,Dina,C3777
O100239,2025-02-01,Beta T-shirt,Apparel,11.84,1,11.84,East,Bilal,C4209
O100240,2025-11-20,Beta T-shirt,Apparel,182.67,1,182.67,East,Ehsan,C4729
O100241,2025-03-12,Beta T-shirt,Apparel,83.39,1,83.39,South,Ehsan,C5510
O100242,2025-09-14,Delta Cap,Accessories,148.41,1,148.41,South,Carlos,C7608
O100243,2024-12-04,Beta T-shirt,Apparel,155.61,1,155.61,South,Bilal,C5715
O100244,2025-07-20,Delta Cap,Accessories,86.0,1,86.0,Central,Ehsan,C6495
O100245,2025-10-10,Eta Laptop Sleeve,Accessories,126.48,2,252.96,Central,Ayesha,C7494
O100246,2025-10-04,Zeta Socks,Accessories,183.41,1,183.41,South,Bilal,C2821
O100247,2025-04-25,Kappa Backpack,Accessories,118.19,1,118.19,East,Ehsan,C9137
O100248,2025-08-27,Delta Cap,Accessories,152.61,1,152.61,West,Dina,C3184
O100249,2025-06-20,Iota Charger,Electronics,144.95,1,144.95,Central,Ehsan,C8932
O100250,2024-12-02,Delta Cap,Accessories,126.65,1,126.65,East,Carlos,C8532
O100251,2025-09-06,Gamma Sneakers,Footwear,202.8,4,811.2,South,Ayesha,C6814
O100252,2025-07-10,Alpha Hoodie,Apparel,132.19,10,1321.9,Central,Ehsan,C7449
O100253,2025-05-23,Theta Watch,Electronics,237.85,4,951.4,Central,Ehsan,C2909
O100254,2025-09-24,Kappa Backpack,Accessories,163.7,4,654.8,South,Carlos,C8483
O100255,2025-11-20,Iota Charger,Electronics,169.36,1,169.36,Central,Carlos,C4238
O100256,2025-01-05,Gamma Sneakers,Footwear,201.24,1,201.24,West,Dina,C2965
O100257,2025-09-25,Beta T-shirt,Apparel,19.63,2,39.26,South,Carlos,C9627
O100258,2025-04-04,Iota Charger,Electronics,73.52,1,73.52,Central,Carlos,C4311
O100259,2024-12-30,Epsilon Jacket,Apparel,229.36,10,2293.6,South,Ehsan,C6995
O100260,2025-06-16,Epsilon Jacket,Apparel,159.15,2,318.3,South,Dina,C6169
O100261,2025-05-12,Eta Laptop Sleeve,Accessories,186.08,1,186.08,East,Bilal,C3359
O100262,2025-02-07,Alpha Hoodie,Apparel,13.87,1,13.87,West,Dina,C6560
O100263,2025-11-28,Beta T-shirt,Apparel,169.62,1,169.62,East,Ayesha,C2109
O100264,2024-12-23,Zeta Socks,Accessories,74.2,1,74.2,South,Fatima,C6907
O100265,2025-11-24,Kappa Backpack,Accessories,233.48,1,233.48,North,Carlos,C1661
O100266,2025-03-10,Theta Watch,Electronics,37.3,1,37.3,Central,Ehsan,C3684
O100267,2025-06-30,Delta Cap,Accessories,222.78,1,222.78,East,Carlos,C5097
O100268,2025-05-18,Delta Cap,Accessories,217.94,1,217.94,West,Ayesha,C7594
O100269,2025-09-14,Delta Cap,Accessories,119.72,1,119.72,South,Carlos,C4646
O100270,2025-03-07,Epsilon Jacket,Apparel,148.11,1,148.11,North,Fatima,C3046
O100271,2025-06-06,Beta T-shirt,Apparel,98.99,1,98.99,East,Dina,C1158
O100272,2024-12-07,Iota Charger,Electronics,41.48,1,41.48,South,Dina,C5623
O100273,2025-08-02,Delta Cap,Accessories,225.2,1,225.2,East,Carlos,C6357
O100274,2025-09-25,Delta Cap,Accessories,157.5,1,157.5,North,Bilal,C6233
O100275,2025-11-18,Delta Cap,Accessories,26.5,3,79.5,East,Carlos,C4232
O100276,2025-10-01,Epsilon Jacket,Apparel,29.35,1,29.35,South,Ayesha,C8551
O100277,2025-08-08,Beta T-shirt,Apparel,163.86,1,163.86,North,Fatima,C5385
O100278,2024-12-07,Zeta Socks,Accessories,54.44,1,54.44,Central,Fatima,C8740
O100279,2025-11-18,Delta Cap,Accessories,38.26,3,114.78,South,Ehsan,C4571
O100280,2025-02-27,Alpha Hoodie,Apparel,106.32,3,318.96,Central,Dina,C7977
O100281,2025-01-24,Kappa Backpack,Accessories,242.95,1,242.95,Central,Ehsan,C1158
O100282,2025-11-20,Iota Charger,Electronics,213.31,1,213.31,West,Carlos,C2323
O100283,2025-02-22,Iota Charger,Electronics,108.59,1,108.59,South,Ayesha,C5855
O100284,2025-04-21,Iota Charger,Electronics,165.56,1,165.56,Central,Ayesha,C9483
O100285,2025-07-22,Kappa Backpack,Accessories,195.87,1,195.87,Central,Ehsan,C4031
O100286,2025-02-10,Gamma Sneakers,Footwear,231.34,4,925.36,North,Carlos,C9631
O100287,2025-08-12,Eta Laptop Sleeve,Accessories,221.53,1,221.53,West,Fatima,C1744
O100288,2025-11-07,Eta Laptop Sleeve,Accessories,142.17,1,142.17,West,Ayesha,C6496
O100289,2025-10-22,Epsilon Jacket,Apparel,189.34,1,189.34,Central,Ehsan,C6251
O100290,2025-03-09,Iota Charger,Electronics,241.34,1,241.34,West,Dina,C4403
O100291,2025-01-19,Gamma Sneakers,Footwear,16.81,1,16.81,North,Bilal,C6543
O100292,2025-08-31,Gamma Sneakers,Footwear,114.17,2,228.34,West,Dina,C5167
O100293,2024-12-27,Delta Cap,Accessories,158.37,5,791.85,South,Bilal,C1386
O100294,2025-05-19,Kappa Backpack,Accessories,146.16,2,292.32,South,Dina,C8623
O100295,2025-09-25,Beta T-shirt,Apparel,55.79,5,278.95,North,Ehsan,C7333
O100296,2025-11-24,Delta Cap,Accessories,42.47,1,42.47,West,Ehsan,C3357
O100297,2025-07-01,Eta Laptop Sleeve,Accessories,46.23,1,46.23,West,Dina,C1639
O100298,2024-12-13,Delta Cap,Accessories,141.84,1,141.84,West,Fatima,C6502
O100299,2025-08-10,Epsilon Jacket,Apparel,63.29,1,63.29,West,Fatima,C1364
